text_clean,label
tolong jangan beri iklan,1
lumanyan mmbantu,1
bisa jadi bagaimana seseorang di kenal,1
sekarang get contact harus premium gak ada gratisannya gak kayak dulu enak ada gratisannya,1
gak gunaaaaa cuihhhhh aplikasi kikit,1
ahh sekarang sudah tidak bisa belum apa apa sudah harus berlangganan payah opsi pencarian tag pun harus berbayar baru juga di download belum digunakan disuruh berlangganan,1
buruk banyak iklan,0
kenapa skrng malah gabisa liat masukan no orang ya harus bangt premium lebih suka apk yang dulu tanpa bayar dari pada yang skrng,2
sudah langganan perbulan tapi gak bisa ngasih tag ke penipu  aneh  sangat mencurigakan kami pelanggan premium tapi gak bisa memberikan tagar,0
sangat membantu melacak para penipu,1
aku suka pake getcontak  karena buat no yng tidak dikenal langsung dispam dan diblokir,2
saran saya  sevaiknya pakai iklan saja tidak perlu berbayar karena pemakaian tidak rutindan hanya sekedar melihat saja fungsinya sekedar itu saja,1
dari  itu aja daftarnya gak terupdate,1
membuat memalukan orang,1
sumpah aplikasi gajelas banget udah di coba malah hp gua ke riset mending nggak gua nggak kasih bintang deh,1
loginya susah,1
kak saya sudah lama menonaktifkan langganan getcontact tp kenapa tiap bulannya ada tagihan masuk getcontact dan terpotong terus mohon dikembalikan dana nya atau nonaktifkan disistem pusatnya tolong solusinya,1
tolong kembalikan uang saya tdi saya sdh cek ternyata sdh terpotong sama pembayaran di get contact pdhl saya bulan lalu tdk berlangganan tpi pas saya cek tdi saldo saya kepotong  tolong ditindak lanjuti secepatnya,1
harus banget berlangganan ya enakan jaman dulu sumpah kalo sekarang ribet harus berbayar,1
aplikasi serakah jgn download berbayar bayar bayar semua,1
dari tahun ke tahun tidak ada perubahan data yang melihat no hp maupun melihat tag sebaiknya yg tahun lalu di hapus saja,1
bintang  dulu krn aplikasi semper gk bisa dibuka selama hampir sebulan entah kenapa padahal sudah berlangganan,1
pelit apa apa bayar,1
ga jelas tonggos gw dh login ga bisa tompel huuu jangan install ni apk ga jelas tonggos,1
kenapa kok susah sekali verifikasinya bosss sekarang,1
mantap bisa tau nomor baru siapa namanya yang nelpon,2
jelek banget mau masuk aja heboh banget daftar nya yang ini lah yang itu lah ih,0
baru juga mau nyoba  awal isi nomor tlp udh bener tp pas lanjut verifikasi malah ada angka yang hilang  trus mau verifikasi gimana aku   pas ku ulang ulang tiba tiba limit  hadeh gajelas,1
gk bisa registrasi verifikasi panggilan gak pernah masuk udah coba sampai batas verifikasi maksimal,1
saya mengalami masalah saat verifikasi saat memasukan nomor telepon dan klik lanjutkan nomor telpon saya berubah,1
aplikasi kikir padahal dulu bisa liat gratis  nama kita sekarang apa apa harus bayar,1
aplikasi gak jelas masa dana saya tersedot tanpa persetujuan saya dasar aplikasi maling,1
bagus kalau gratis,2
saya kasi  bintang karena pas saya ngecek nomor saya di hp orang lain tagar nya  katanya harus bayar prasaan saya tidak berbayarkenapa sekarang berbayar tolong ubah jadi gratis smuanya,1
sukaaa semoga berkah,1
bagus jadi kita bisa tau orang yang menelpon kita,2
otak kacau harus berlangganan,1
mantappp,1
verifikasi bikin lah lewat sms  wa juga masa udah coba berkali udah di angkat tapi ga keluar suara di telpon aneh,1
getcontack memang no  terimakasih app nya,1
untuk aplikasi nya baguss tapi ga sesuai sama yang di iklan hidup tetep kena php tolong di iklan kan ga ada get contact premium tapi di aplikasinya kok ada kukira cuma ngasih tau orang ngetag dia apa kita di tag apa eh ternyata ga sesuai expetasi oh iya ada lgi kan aku di tag banyak ga cuma dery doang ada yg der ada yg gery ada yg derry kenapa cuma ada dery ha makin males ah ya walau agak sedikit mengecewakan tapi gpp terimakasih dah buat ni aplikasi,1
dulu getcontact sangat membantu saya sejak berbayar saya menjadi tidak bisa membedakan lagi orang jahat dan orang baik sepertinya saya tertular penyakit garagara tertipu dengan profil orang lain yang saya kira orang baik tuhan saya takut,2
hasil ngaco,1
sangat mudah untuk di gunakan,1
aplikasi kikir,1
toponglah kasih free sehari sekali kek liat tagarnya hdehh ga sesuai iklan malesin,1
udh gx di pke tpi saldo tetap di ambil aplikasi sampah,1
menarik,1
engga dulu deh,1
bagus si tpi bayar klau mau liat no org lain di sv ap,2
ga mengharagai privasi,1
untuk apk nya bagus dan bisa mengetahui identitas contact seseorang jadi aku kasih bintang  tapi minusnya kalo tag name nya mau lebih banyak lagi harus berlangganan gitu aja dari gua sekian trimakasih,2
getcontack sangat membantu,2
okbagus juga sihmungkin kalau yg premiun lebih ok lg,1
useless application in my opinion there is an error in entering the number and it always fails and i have done it twenty times it is still wrong i dont understand where the error is so in my opinion this is completely useless and a waste of my time for this application next time you have to be careful in choosing the application to use,0
tag nya cumn,1
gak bisa lihat,1
buruk,0
baguusss seekaalii,1
membantu melacak telpon spam,2
udah di update bukannya tambah bagus malah sering keluar keluar sendiri,2
meni jadi ribet ih tag saya masa cuma,1
ini gimana cara berhentiin langganannya ya pulsa uda kepotong ototmatis tiap bulan meskipun apknya usa dihapus pas nyari gimana cara berhentinya ga ada help,1
masa whastap saya ke blokir grgr dafta ini,1
susah untuk login  nomor yang saat login bisa berubah otomatis saat proses verifikasi,1
cukup baik dalam hal penipuan,1
aplikasi aneh busuk gak berguna,1
beberapa x instal gak bisa login gak dapet kode verifikasi lewat wa ataupun email  gak tau harus gmn cara log in nya kacau banget  perbaiki deh sistemmnya,1
burik,1
memuaskan,1
subscribed premium want to check is the number scammer or not but the scammer can hide the tag lol cancel subscription useless,1
di karena bohongan kok gak sih nama kontak gue di hp orang lain,1
limit pencarian anda telah habis sedngkan plsa premium kita belum hbis fake,1
kalo user harus lihat iklan harusnya user juga diperbolehkan lihat tag bukannya disuruh bayar,1
ga pernah berlangganan tiba tiba uang kepotong lumayan buat ni aplikasi mana kepotongnya pas lagi mau bayar sesuatu untung bawa cash transaksinya ga pakai pin buat verifikasi pula,1
hrs premium,1
manfaat,1
baguss,1
apk gajelas ngisi nomer pas awal udah bner pas mau verif nomernya ilang satu angka gblok,1
ga bisa verifikasi terus,1
aplikasi tidak bagus suka motong gak jelas saldo saya d dana padahal saya tidak berlangganan,2
mau login susah banget verifikasinya kasih solusi lah,1
bagus kokktapi kenapa harus bayar,2
bagus dan bisa tau kalo itu penipu,1
mantap,2
aplikasi yang benar benar sangat bagus,2
sekarang makin merosot cara nya,1
kebanyakan premium,1
tyy getcontact sangat membantu,2
gatau cara makek nyaaa,1
sangattt bagusss,1
aplikasinya bagus tapi lebih bagus kalo ada fitur mode gelap silau nying masalahnya,2
mantaaaap,1
langsung blokir saja nomer yg mengganggu,1
apk gak guna,1
kenapa makin lama makin pailit dan prabayar awalnya mudah dan gratis kebelakang tdk bs melihat tag harus ikut prabayar makin byk aturan,1
bagai cara menghapus tag,1
plis uang aku kesedot terus dari dana otomatis kebayar sendiri ke gtc,1
terimakasih getcontact atas kerjasamanya sehat dan sukses selalu ya salam enjoykeun,1
apk nya kok gini yah  disuruh otp gak dilakukan gak ada pesanpanggilan otp,1
guna bangett kalo mau liat yang penipu atau nggk,0
risih,1
kalau dapat fi blokir setiap telp yang masuk tanpa nama karena sy tdk pernah me elpon siapapun kecuali kontak yg ada nama terimakasih,1
di perbaharui malam tambah ngak jls aplikasinya dlu bisa lihat tag nama untuk nomor yg di cari sekarang tdk jls malah serasa kaya mesengger,1
aplikasi ini memang bagus bila ada nomor yg tidak dikenal  terus lama ke lamaan gk bisa nemu siapa pemilik nomornya,2
kurang tepat,1
tiba tiba nyedot saldo,1
aplikasi ini sangat canggih,1
mantap,2
mantapppp,1
aplikasi burik,1
iklannya banyak,1
gak bisa ngapa ngapain cuman kek gitu doang,1
tdk memuaskan,1
apk gajelas kode verifnya ga masuk,1
gendeng ga bisa di pake nomor udah bwner pas verifikasi salah cideg get contact nya ngaco masa nomer nya pas di masukin jadi ilang beberpaa angka jadi susah verifikasi gausah di download dah,1
burukkk,1
mantap aplikasinyalangsung ngasih tau kalo yang nelpon terus tuh dupoinfuturesid,2
tidak bisa verify berkali kali gagaltidak dikirim kode verify padahal versi premium berbayar,1
kok tag nya cuma dikit tapi gapapa lah keren,2
sedikit saranjika ingin melihat taglebih bagus menonton iklan daripada harud berbayar aplikasinya sudah bagus untuk mengecek penipuan tapi sayangnya harus bernayarayolah ganti saja jadi menonton iklan untuk melihat tagbulan kemarin sdh ku kasih bintang  dan skrng naik  jika benar keluhan ini didengardibacadilihat maka bintang  menanti,2
tidak bisa verifikasi by telepon,1
masih tetep ngebug tolong perbaiki lagi pas masukin angka  biasanya hilang terus jadi ga bisa masuk ke nomor nya,1
habis pasang banyak penipu nelpon,0
susah banget sekarang buat loginnya maaf bintang  sekarang makin kesini makin sukit buat login,1
terlalu mahal,1
kasi  dulu soalnya harus premium kalau agak dalam,1
tidak dapat mencari lemot,1
benerbener maling duit nih apk waktu itu sempat langganan  bulan terus di bulan ke udah berhenti langganan tapi duit gue yg di dana masih aja kekuras  kepotong terus tiap bulannya udah di cek di gmail tulisannya tidak ada langganan yg aktif tapi masih aja duit gue tiap bulan ilang buat bayar langganan getcontac terus juga januari ini ada pesan masuk tulisannya siapkan k untuk membayar langganan bulan ini jelas gua udah ga berlangganan tapi masih aja dipaksa buat bayar,1
keren bagus,2
akses sangat buruk,0
aplikasi nya lagi kenapa sih gabisa verifikasi lewat wa error mulu tolong dong diperbaiki ini,0
masuk nya aja sudah banget berhenti lah saya udah capek,1
baik cuman bayar,1
lihat tag harus berbayar payah,1
pls gratis pls free,1
get contact secara tidak langsung mencegah orang terkena penipuan online worth it walau gk berlangganan jg,1
kenapa ada privasi no d getcontact apakah untuk melindungi penipu agar tidak terlihat sama yg cari no,0
gak bisa di pake gak jelas apk ini,1
berguna sekali untuk cek nomor gk jelas,1
b a d rumit complicated udah berbulan bulan gak bisa melihat tagar,1
bagus sangat berguna untuk mengecek nomor penipu,1
bisa di percaya,1
baru di coba dulu,1
baru juga install kudu bayar hadehhh,1
mantap baru saja di telpon orang mencurigakan kukira kenalanku eh ternyata mau uangku  kupuji deteksi para pembuat aplikasi get contact full bintang,2
mntap jugaaaa,1
g ngasih hal yang diminta lol banget ni apl g guna jir,1
sangat membantu mengenali panggilan spampenipuan tanks get contact,2
sangat membantu dalam mencari info nomor tak di kenal sehingga terhindar dari spam dan penipuan,2
keren abis jangan mahal ya aplikasinya,2
percuma berlangganan premium tetap kenak batas limit hadehh nyesel,1
saya sudah masukan nomor yang sesuai dan nomor tersebut aktif dan kartu sim nya ada di ponsel saya tapi kenapa selalu gagal perivikasi terus saya coba lagi katanya kena limit gak ngerti dehhh,1
bagus si bagus tapi udah bikin orang salah paham anying udah ah cape banget sama apk ni ahkk muakkkkkkkkkkkkkkkkk bangettttttty anyingggggggggg auuuuu ahhhhhhhh capeeeeeee battttoonn,2
memudahkan mencari informasi,1
gak banget sih ini,1
bagus sih apknya biar jadi waspada terhadap nomor tak di kenal,2
ss g k  s g ks  r rg sr s k gs,1
parah tambah n,1
di android xiaomi  saya pilihan cuma ada paketan bulanan saja tapi orang lain iphone kok ada yg tahunan harusnya lengkap pilihan paketnya kok cuma  bulanan saja,1
sangat baguss,1
gak jelas,1
makin kikir jir  yang punya pasti,1
mau bikin panggilan telepon bawaan tapi harus bayar uninstall,1
sangatt berkesan terimakasih,1
sangat berguna,1
sangak baguss,1
mantap sukses selalu,2
apk gajelass membantu kalo premium tapi meskipun udah premium semua dibatasi kalo liat tag selama sebulan meskipun udah prem ngasih tag juga gabisa jangan download apk ini mending ke sebelah,2
sepertinya sekarang mulai mengalami penurunan kualitas dari tag yg tidak langsung update search loading nya makin lama padahal udah langganan premium tp tetep aja fiturnya makin lama prosesnya,1
verifikasi loginnya sangat susah,1
mantaap buat mencegak kontak siapa aj yg membahayakan,1
mohon update jumlah tag lebih sering dan realtime,1
untuk apa memberi ratting ke aplikasi penipu,0
ya allah tolong kembalikan dana saya ke potong  sepertinya saya tidak sengaja kepencet fitur langganan saya minta tolong kembalikan uang saya saya sangat membutuhkan nya,1
cukup baik,1
aplikasi pencemaran nama baik,1
bintang satu dulu lah masa nomornya nggak kebaca semua cuma  yang ada di getkontak nanti kalo udah kebaca semua aku kasih bintang,1
harus bayar,1
untuk versi premium perbulan nya terlalu mahal aplikasi ini tidak selalu di pakai tapi versi premium sangat mahal update tagar nya juga lambat udh apk premium masa ga gercep kalo ada tagar baru,0
terimakasih sangat membantu semoga aplikasi ini semakin sukses kedepannya dan semoga jangan sampai aplikasi ini sesekali membuat kecewa menyusahkan dan merugikan seseorang,1
udah login cuma tampilan layar putih ga bisa di apa apain,1
ini klo kaya dulu gk berbayar enak bisa lihat,1
mau login terus kasi msuk nomor telpon berulang kli pas verifikasi nomornya slh trus atau kurng angka bgaimna crnya mau verikasi nomor yg diksih msuk aj bda,1
saya sudah premium tapi tetap saja kena riset,1
kenapa saya baru pertamakali daftar tapi saat hendak memverifikasi nomor katanya sudah terlalu banyak mengirim permintaan verifikasi dan tidak bisa dilanjutkan padahal itu baru pertama kali gimana bisa dibilang terlalu banyak adakah yang mengalami hal yang sama kalo ada tolong bantu jelaskan adakah solusinya,1
bgus bgtt,1
bagus aplikasinya mah mantan gua dulu pake ini wkwk katanya dia bisa ngehack padahal cuma modal apk ini gua tau betul apk ini,2
cukup baguss karna saya bisa mengathui nama saya di kontak org lain tapi saya tdk bisa melihat siapa yg sdh melihat tag sayaa hrss pakai premium yah pliss lah kasih gratis dulu baru yang pertanyaan,1
udah langganan premium kok liat tag nomor orng ada keterangan mencapai limit maksimum sih,1
beneran deh dulu ni aplk pertama kali gua instal kaga ada premium nya sekarang apaan,1
kecewa saya kira setelah menjadi member premium dapat melihat tag seseorang yang telah dihapus  disembunyikan ternyata tidak tahu seperti ini tidak usah menjadi member premium buangbuang uang saja sampah,0
applikasi ini nggak sesuai dengan iklan,1
ga ada fitur berhenti langganan,1
i like it,1
ntah bagus aj,2
baguss,1
kurang,1
sering terjadi bug pesan gak masuk,1
tidak bisa melakukannya layanan langganan,1
woow sangat bagusss,1
bintang satu aja deh cukup,1
keren,2
sangat senang bisa melihat orang yang nege sv kita,1
jelek,0
sangat sulit menganti nomer lama ke nomer baru,1
semakin banyak iklan,1
kalau bagus saya tambain lagi bintangnya,2
gratis tiap bulan lagi dong cek  kontak,1
login makin ribet kudu langganan tiap bulan payah,1
g bisa login,1
wah sangat bijak,1
ini sebenarnya bagus tapi masa harus premium sih sama kok tibatiba ke log out sendiri,2
bagus banget sangat membantu,2
sekarang untuk login susah,1
jujur aja apk ini melanggar privasibanyak orang yang asal tagsaya juga bisa memberikan tag yang negatif sehingga nama baik orang itu tercemaraplikasi ini mudah di gunakan untuk mencemarkan nama baik orang,1
gue coba login berkali kali pake senmua opsi gak ada yang bisa bahkan udah pake hp dan no telp lain tetep gabisa gak tau kenapa selalu gagal di verifikasi no telp padahal no aku masih aktif dan buat login apk lain tuh bisa bisa aja tapi gatau kenapa si get contact ini gabisa bisa mulai dari kode verifikasi di call sampe verifikasi yang disuruh nunggu gitu semuanya gabisa padahal butuh banget apk ini,1
aplikasi bagus bisa tau siapa yang lagi telpon kita mantaaappp,2
biasa saja,1
memuaskann,1
tidak jelas ini aplikasi susah di buka,1
buruk amat ni aplikasi sudah berapa kali ganti nomer dan akun email tetap aja premium dengan limit nol mau perpanjang saja diribetkan gini tolonglah,0
benerin aku mau masuk slalu ada tulisan terlalu banyak verifikasi blablablaaa bacot lu gakirim kirim kodenya tolol ditunggu buat login lagi masih muncul gimane si,1
kesel login nya dipersulit g ky dulu sekali login langsung masuk,1
gak jelas apk nye,1
bisa mempermudah dalam pengecekan nama kontak dan sangat menyenangkan,1
saya sangat senang mengenal aplikasi ini,1
kenapa login gak bisa terus sih,1
gak jelas verifikasi nomor ngebug terus,1
aplikasi dengan nol privasi wkwkwk,1
gak bs di buka,1
aplikasi yg sangat bermanfaat,2
sangat membantu getontact,2
gak guna,1
oke,2
aplikasi ini bagus sekali,2
gk kayak dlu bisa lihat tugas sekarang gk,1
sangat membantu identivikasi no kontak shg aman dr gangguan spam dan penipu,2
wahh baguss,1
kak tolong ya update di bagian tagarnya agar bisa cek daftar tagar yang terbaru bukan yang lama terus yang muncul,1
gajelas,1
lumayan bagus tpi lemot,2
kerendetektifnya,1
alay masa skrg jd berbayar,1
ini sangat membantu sekali,2
ini sangat bagus,2
apk scam dikit dikit bayar,1
udah gak langanan tpi kesedot mulu tiap bulan ngak nalarrrr di history panganan pun gak ada pengajuan pengembalian dana gak bisa sedangkan dana trus kepotong tanpa melakukan transaksi kan aneh,1
sudah ganti nomor berkalikali kali tetep masuk ke nomor telepon yang sama,1
sedikit banget yg di tampilkan,1
awal perilisannya gratis tapi sekarang premium,1
bagus benget,2
untuk masuk apk ini makin ribet verifikasi bangsay,1
dari iklannya gratis ternyata harus premium,1
dulu si suka karna gratis gak ada pembayaran lama lama kok bayar si sangat mengecewakan maaf ya gak lagi deh,2
knp pas nge dwondlod apk ini jdi banyk yg spam,1
jangan pernah download aplikasi iniaplikasi sok premium dan so merasa penting,1
bayar trus bayar terus pdhl cuma mau liat doang,1
tidak buat orang kekurangan kek aku,1
wahh bagus banget nyet ini kita emang bisa cari tau siapa nama nomor yg tiba tiba ada di wa kita dan kita enggak kenal bagus betttttt ok trim,2
makin sini makin ribet aneh,1
premium salahnya,1
aplikasi apalahdikit harus premium hadehh,1
apk elek manis di awal dikit dikit prem,1
aplikasi apalah ini mau cek  kontak aja harus premium gak asikkrata rata kontak orang aja mungkin lebih dari  kocak mohon developer di buat lebih banyak lag batas lihat nyaa jujur gak usah download kata gue iklan iklan yang lewat itu cuman penipuan rata rata harus pake get contact yang premium baru bisa liat  mohon di permudah lah dikit jangan lah pelit,1
luar biasa,1
susah hrs berlanggananlbh mudah msl hrs lihat iklan,1
bagusaplikasi yg bagus,2
karena saya tdk bisa melihat kontak saya,1
sangat bagus sekali,2
mau bikin au wkwkwk,1
kakean premi,1
ah gmna sih jarang dipake pdhl tp batas buat liat tag name sllu habis pdhl jarang dipake kecewa bgt sih,0
aplikasi ngak gunaaa hapusss aja dari play store udah lahh iklanberbayarrr lagiii ngabisin duit ajaaaa,1
butut,1
dan percayalah saya buktinya,1
kenapa harus premium dulu sebelum di gunakan,1
aplikasi ga jelas baru juga instal udh minta uang aja ga guna,1
ga di rekomendasikan untuk mendownload aplikasinya soalnya kikir banget apa apa harus bayar padahal di iklan gratis  pas di coba malah di suruh premium dulu aneh kikir banget orangorang yang kikir dan menyuruh manusia berbuat kikir maka allah akan membalasnya dengan siksa yang pedihqs annisaa  rasulullah saw bersabda jauhilah sifat kikir karena ia telah membinasakan orang sebelum kalian hr ahmad s,1
ga kaya dulu,1
kikir banyak iklan  berbayar dulu gk gini,1
berbayar malesin orang mau tau nama doang,1
masa mau lihat tegar tiba tiba developer nyuruh pakai yg premium beli lagi,1
hrs premium ribet,1
harus bayar anjirt malass kali,1
barusan download tapi kok tampilannya harus coba lagi nanti alasannya terlalu banyak verifikasi padahal baru download,1
kenapa gak bisa log in slalu tulisannya bot tidak dapat menanggapi nya bintang  lah ini,1
apaapa harus premium pdhl download cuma pengen lihat tag orng itu juga jarang bgt eh skrng malah gbsia harus premium jdi mending gausah di download sekalian terus banyak iklannya,1
sangat membantu dari modus kejahatan,2
sangat mengesankan,1
kenapa harus pake premium,1
padahal sudah berhenti berlangganan dari kemarin tapi tetap kepotong biaya langganan wah rakus juga ya,1
mau login gbs malah terlalu sering minta kode ga waras,1
aplikasi yg sangat menguntungkan buat debt collector entah itu dr leasing atau bank kepolisian mengumpulkan data kita,1
bagus bgt apk nya kurangin premium ny pls masa mau liat tag orang doang harus premium aneh,2
kalau ndak premium ndak bisa lihat tag terus sudah bayar premium masih aja dibatasin belum lagi ada kontak yang ndak bisa dibuka dengan alasan pemilik nomor telepon belum bergabung get contact tambah update tambah ruwet,1
liat apa nama kontak saya di kontak nya,1
rewel bgt apa apa hrus premium,1
harus bayar skrang,1
kalo ga premium ga ga ada fungsinya cuma ngabisin memori hp aja,1
busuk harus berbayar,1
msa sekali coba cuma  liat,1
aplikasinya semakin kesini semakin susah di pake login kebanyakan yang harus di masukin ujungujungnya tetep ngk bisa login,1
lebih suka dulu dari pada sekarang apa hrus pro,2
dulu fitur nya bagus sekarang dikit harus premium,2
apk sesat harus premium,1
apk gak jelas,1
aplikasi nya ngga jelas banget anjir gua login pake nomor yang sama pas login malah nomornya ke ganti terus wajar susah dapet code otpnya,1
woi gila kali aku lagi asik asik nonton anime malah ada gedcontack di donghup malas kali,1
kalo harus tau nama nya harus premium jelek bgt asu iklan gak sesuai aplikasi,0
uang saya di dana tersedot otomatis ke getcontact untuk membayar langganan yang tidak disengaja balikin uang saya tiba tiba ada notif membayar  ke google balikin sekarang uang saya karena saya tidak merasa berlangganan ataupun membayar aplikasi tersebut,1
kenapa saya mau login tidak bisa verifikasi nomer,1
aplikasi nya baguss dan luar biasa tetapi setiap mau liat harus bayar,1
maaf get contaact skrng ga kaya dlu lg ga bisa login,1
kenapa harus ada yg bayar,1
bagus tetapi saya belum bisa menambahkan tegar hehe,2
aplikasinya cuma buat liat nama kontak hp doang harus berbayar jelek banget fiturnya ga banyak tapi suruh bayar,0
aplikasi ini pakai berbayar saya tidak suka,2
sekarang harus berbayar dan banyak iklan,1
gabisa ngeliat nya,1
sungguh baik,1
apk tolol masa nomor nya udah cocok tapi gak bisa pas gua masukin nomor gua tiba tiba ada tulisan validasi anda bla bla bla apalah,1
bagus bangett aku suka,2
bayar terus baru juga doawnload,1
aplikasi yang dapat merugikan orang lain dengan tag negatif apalagi yang sudah berlangganan makin bebas tag buruk orang lain,0
jelek banget sumpah,0
mantap,2
sangat membantu apk ini,2
b aja,1
sudah berharihari tidak bisa verifikasi dan sudah melaporkan masalah tetap tidak ada perubahan dan tidak ada tanggapan,1
ga guna diawal harus bayar semua,1
aplikasi ini bagus bisa membantu mengetahui penelpon gelap,2
dulu gratis sekarang bayar,1
payah gk suka,2
nomer ku gk bisa buka aplikasi getcontact kalau di masukin nomernya malah terlalu banyak minta kode verifikasi kya gitu gimana nih,1
aplikasinya keren,2
sip membantu,2
skrg harus bayar jelek bgt,0
ngga suka,2
apk apaan si prasaan dulu klo mau liat tag gada yg namanya berbayar lah skrg kok malah berbayar yaelah cumn ngecek sebentar doang elah masa disuruh bayar,1
okesih,1
knp harus premium dulu buat liat tag kontak pdhl dari dulu suka aplkasi ini tp malah makin sini makin apa sii semua ny berbayar pdhl g semua punya duit say mana mahal bhg lgi iyye apus deh premium ny pls paan bgtu si,2
dulu suka pke apk ini untuk was was sm org ga di kenal eh skrg mau cek nmr aja harus berlangganan kecewa bgt pdhl dulu membantu knp skrg menyusahkan,2
yakin ini apk bagus hah gila gua gak pake gatcontec saldo dana gua di ambil terus transaksi padahal gua gak pake apk nya apk apa ini pemerasan,2
bug taek,1
dikit dikit langganan terus,1
sekarang berbayar,1
harus premium ah sekarang mah,1
dulu iklannya gratis sekarang semuanya berbayar jatah bulanan pun udah ga ada manis di awal,1
sumpah ya ini aplikasi jelek banget masakharus premium dulu padahaldulu ngak ada premiuman jelek banget,0
gajelas bnyk basa basi harus diizin dulu and gabisa di pake,1
sy ksih bintang  dl krn br mau coba,1
bagus seruu sih kata akuuuww,2
maaf terlalu mahal kurang baik,1
gak sesuai iklan di iklan kita bisa melihat nomor kita di save apa  kenyataannya tidak asu memang,1
mantep sii tapi ga semua kontak,1
tidak gratis saat ingin melihat tag,1
selalu gagal verifikasi sandi saat pembayaran premium padahal sandi nya benar di akun lainkecewa,1
cek cek dulu,1
harus prem pdhl dlu engga,1
bagus banget,2
bagus banget aplikasi ini,2
gak bisa liat namanya,1
sudah di deleted aplikasi msh motong terus tiap bulan,1
aplikasi di salahgunakan untuk melakukan pelanggaran uu ite pencemaran nama baik dan penghinaan melalui komentar dan nametag publik yang tindak pantas dan informasi palsu,1
sekarang jadi suruh langganan,1
anehhh bett anjj skrang apa premiumm iyaa iyaa tauu lu nyari uang tapi balikin yg dluu lahh bisaa liat tag gratiss diliatin tag nya  atau  juga gpp lahh skrangg gabisa di liat apa nyebelin bgtt skrngg tuhh makan bintang  biar ke up komen gw,1
saya sudah daftar tapi saya keluar gimana coba gimana cara membatalkannya anehhh,1
makin kesini makin berbayar,1
banyak iklan dan tidak ada trialnya,1
ini cukup bagus aku suka banget karena getcontact aku bisa tau yang mana penipu atau bukan,2
padahal udh daftar premium tapi pemakaian masih limit sangat mengecewakan,1
seru,1
kalau berbayar ya berbayar aja ngapain nyuruh orang nonton iklan tanpa imbalan kirain abis nonton iklan bakal ada dikasih trial premium berapa menit gitu eh ga ada cuma nyampah doang iklannya,1
kemarin liat tag aja gak harus jadi anggota premium sekarang harus jadi anggota premium,1
kenapa harus premium an,1
jadi apa berbayar,1
coba dulu kalau bagus nanti ditambah bintang nya,2
mengapa get contact saya ga bisa di buka,1
hari verifikasi gak pernah berhasil padahal nomer uda aku pakai  tahunan lebih,1
kok berbayar sih,1
sekarang getcontact mulai scam entah saya saja yang merasakan atau yg lain jg merasakannya seperti tibatiba meminta pembayaran secara tibatiba padahal saya tidak pernah ingin berlangganan mulai sering spam di akun shopee saya untuk nominal uang apa ini melanggar hak pribadi akun tibatiba meminta uang di saat akun saya tidak pernah seumurumur ingin berlangganan mulai bahayahatihati ya temanteman aplikasi ini sudah saya uninstall untuk keamanan privasi saya,1
tidak bisa mendaftar selalu gagal terus,1
baru nyoba kalo egk ngecewain  aq turunin ke   otw uninstal yak min     bagus    ngecewain pelanggan otw copot setelah ana coba butik bgd ms bayat malezz dipandemi gini gini wee bayar kecewa ana cpt turunin  maap aq turunin  minta update mmulu hbsin kuota otw hapus atuh,1
apk gini doang segala pake langganan apk buruk menang iklan doang gk sesuai yang di iklan,0
malah makin banyak orang gak jelas nelepon aplikasi sampah,1
mangkin kesini mangkin kacau get contact padahal sudah berbulan langganan premium mau monopoli pemakaian hp customer padahal hp customer tidak selalu satu kartu sebelumnya tidak spt itu jadi tlp nomor kontak masukkan kontak harus via get contact apk kacau,1
pakek bayar segala,1
bagussss,1
sekarang cuma bisa lihat  tag harus ke premium kl dulu bisa lihat semua tag nomor  ah gak membantu,2
mau tambah tag kok kena batasan terus sih padahal belum nyoba fitur ini dan akunku udah premium loh,1
pancen oyeee,1
gak asik di awal suruh bebayar dulu baru bisa digunain gk guna apk ini skrng,1
tidak puas sorry setiap verivikasi nomer telfon gagal terus ngabis ngabisin kuota doang download apk ini,2
buruk,0
jelek karna adalah pokonya,0
jelek banget apk nya ngabisin waktu stengah jam buat login tpi gabisa di verivikasi nomornya semua nomor orang rumah ku coba gabisa padahal dlu make ini apk login ny gampang skrg di persulit,0
kenapa skrng harus berlangganan dulu sih,1
udh beli berlangganan malah gak bisa saldo pun udh kepotong,1
obrolan hilang setelah aplikasi di uninstall dan di install lagi,1
baru juga pake sekali lngsung sruh bayar,1
kenapa nomor saya akun  lagi tidak bisa digunakan padahal nomornya lain masuk akun wa yg lain pula nomornya waduhhh,1
makin gk guna baru juga mau login udh mecapai batas maksimal maksudnya apa sih,1
ga sesuai,1
ribet amat,1
parah,1
saya tidak bisa memasukkan no telpon saya setiap saya memasukkan no telp saya pasti tidak bisa di lanjutkanmohon diperbaiki ya,1
apalah apk ini semakin ga jelas masa mau login ga bisa limit terus dan mau buat akun atau login aja susah sekali massa saya sudah mencoba berkali kali di bulan ini untuk login ngga bisa apk sampah ga jelas,1
bagus ko,2
dasar aplikasi babi blm waktu nya habis sdh main tarik dana orang aja melanggar ini perjanjian ini aplikasi,1
payah skrng get contact mo liat hrs byaraplikasi sampah,1
sekarang karna ramai yg make jadi bayar aplikasi kurang ajar giliran rame baru harus bayar aplikasi lucknut,1
sangat bisa di andalkan,1
kok gk kayak di tiktok ya,1
sekarang ga gratis hrs bayar,1
